Title,Artist,id,artist_genres,is_single,total_tracks,release_date,day_of_week,release_season,Year,is_top100,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,words_count,stopwords_count,blobs_polarity,words_neg_count,words_pos_count,words_curse_count,avg_most_common_words_size,words_repeat_count,words_negative_pct,words_positive_pct,words_curse_pct,words_repeat_pct,stopwords_pct
Youngblood,5 Seconds of Summer,55S2PQgSMYAhgoTCcGCDfw,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0,1,2018-04-12,4,1,2018,1,0.0169,0.596,203418,0.8540000000000001,0.0,7,0.124,-5.114,0,0.463,120.274,4,0.152,1987.0,133,0,264,150,1,5.42,173,13.29,7.55,0.05,8.71,6.69
Whatever It Takes,Imagine Dragons,6Qn5zhYkTa37e91HC1D7lb,"['modern rock', 'rock']",1,12,2017-06-23,5,2,2017,1,0.0362,0.672,201240,0.655,0.0,10,0.117,-5.021,0,0.0311,134.945,4,0.556,2191.0,182,0,480,275,0,6.28,192,21.91,12.55,0.0,8.76,8.31
Ric Flair Drip & Metro Boomin,Offset,7sO5G9EABYOXQKNPNiE9NR,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,10,2017-10-30,1,3,2017,1,0.149,0.88,172800,0.428,5.07e-05,9,0.114,-8.28,1,0.206,100.007,4,0.333,2575.0,205,0,264,275,20,5.59,253,10.25,10.68,0.78,9.83,7.96
I Fall Apart,Post Malone,75ZvA4QfFiZvzhj2xkaWAh,"['dfw rap', 'melodic rap', 'rap']",1,18,2016-12-09,5,4,2016,1,0.0689,0.556,223347,0.5379999999999999,0.0,8,0.196,-5.408,0,0.0382,143.95,4,0.29100000000000004,1511.0,107,0,408,100,3,5.3,162,27.0,6.62,0.2,10.72,7.08
Pray For Me,The Weeknd,77UjLW8j5UAGAGVGhR5oUK,"['canadian contemporary r&b', 'canadian pop', 'pop']",1,14,2018-02-09,5,4,2018,1,0.0762,0.735,211440,0.677,2.17e-05,2,0.111,-4.979,1,0.093,100.584,4,0.188,1561.0,109,0,576,300,4,5.53,133,36.9,19.22,0.26,8.52,6.98
Back 2 you,Selena Gomez,514rhnksEwHUh6LxXsQ4Y9,"['dance pop', 'pop', 'post-teen pop']",1,20,2018-05-18,5,1,2018,1,0.0984,0.6,210240,0.6829999999999999,1.26e-06,6,0.11,-6.271,1,0.0493,102.036,4,0.494,1996.0,137,0,744,575,0,5.53,172,37.27,28.81,0.0,8.62,6.86
SICKO MODE,Travis Scott,2xLMifQCjDGFmkHkpNLD9h,['rap'],1,17,2018-08-03,5,2,2018,1,0.00513,0.8340000000000001,312820,0.73,0.0,8,0.124,-3.714,1,0.222,155.00799999999995,4,0.446,3565.0,251,0,552,975,17,5.25,372,15.48,27.35,0.48,10.43,7.04
Walk It Talk It,Migos,6n4U3TlzUGhdSFbUUhTvLP,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,24,2018-01-26,5,4,2018,1,0.0876,0.907,276147,0.633,2.6e-06,2,0.106,-5.145,1,0.184,145.914,4,0.395,4015.0,264,0,168,200,7,5.28,457,4.18,4.98,0.17,11.38,6.58
Gucci Gang,Lil Pump,43ZyHQITOjhciSUUNPVRHc,"['emo rap', 'miami hip hop', 'rap', 'trap']",1,15,2017-10-06,5,3,2017,1,0.239,0.936,124056,0.523,0.0,5,0.117,-6.71,1,0.0597,119.889,4,0.6990000000000001,1707.0,67,0,144,50,27,5.36,218,8.44,2.93,1.58,12.77,3.93
In My Blood,Shawn Mendes,2QZ7WLBE8h2y1Y5Fb8RYbH,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",1,14,2018-05-25,5,1,2018,1,0.0573,0.622,211360,0.7120000000000001,0.0,5,0.13,-7.3210000000000015,1,0.066,140.025,4,0.487,1378.0,74,0,336,575,0,5.67,146,24.38,41.73,0.0,10.6,5.37
All The Stars,Kendrick Lamar,3GCdLUSnKSMJhs4Tj6CV3s,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",1,14,2018-02-09,5,4,2018,1,0.0605,0.698,232187,0.633,0.000194,8,0.0926,-4.9460000000000015,1,0.0597,96.924,4,0.552,2295.0,189,0,864,250,4,6.0,194,37.65,10.89,0.17,8.45,8.24
Stir Fry,Migos,2UVbBKQOdFAekPTRsnkzcf,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,24,2018-01-26,5,4,2018,1,0.00263,0.8170000000000001,190288,0.816,0.0,2,0.159,-5.402,1,0.269,181.982,4,0.508,3128.0,161,0,432,225,3,5.19,351,13.81,7.19,0.1,11.22,5.15
Too Good At Goodbyes,Sam Smith,3VlbOrM6nYPprVvzBZllE5,"['pop', 'post-teen pop', 'uk pop']",1,14,2017-11-03,5,3,2017,1,0.64,0.6809999999999999,201000,0.3720000000000001,0.0,5,0.16899999999999998,-8.237,1,0.0432,91.873,4,0.476,1803.0,138,0,1008,1250,0,5.05,150,55.91,69.33,0.0,8.32,7.65
This Is America,Childish Gambino,0b9oOr2ZgvyQu88wzixux9,"['atl hip hop', 'pop rap', 'rap']",0,1,2018-05-06,7,1,2018,1,0.117,0.8540000000000001,225773,0.463,0.0,5,0.354,-6.159,1,0.13699999999999998,120.024,4,0.5489999999999999,2984.0,140,0,264,750,1,5.51,295,8.85,25.13,0.03,9.89,4.69
Nonstop,Drake,0TlLq3lA83rQOYtrqBqSct,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",1,25,2018-06-29,5,2,2018,1,0.0164,0.912,238614,0.412,0.013,7,0.104,-8.074,1,0.124,154.983,4,0.422,3301.0,214,0,528,375,24,5.55,327,16.0,11.36,0.73,9.91,6.48
Heaven,Kane Brown,1HXy5I3HTWq8OvxCn0z7G7,"['contemporary country', 'country road']",1,15,2017-10-06,5,3,2017,1,0.263,0.677,179507,0.556,0.0,9,0.105,-6.544,1,0.0306,80.009,4,0.521,1166.0,92,1,168,500,0,5.12,117,14.41,42.88,0.0,10.03,7.89
Bodak Yellow,Cardi B,6KBYefIoo7KydImq1uUQlL,"['pop', 'pop rap', 'rap']",1,13,2018-04-06,5,1,2018,1,0.0659,0.926,223713,0.703,0.0,11,0.231,-6.3370000000000015,0,0.103,125.022,4,0.485,3034.0,187,0,672,725,22,4.98,296,22.15,23.9,0.73,9.76,6.16
Freaky Friday,Lil Dicky,10Igtw8bSDyyFs7KIsKngZ,"['comedy rap', 'pop rap', 'rap']",0,1,2018-03-15,4,1,2018,1,0.147,0.755,216632,0.599,0.0,8,0.109,-5.042,1,0.224,133.123,4,0.755,2840.0,191,0,264,525,2,5.62,259,9.3,18.49,0.07,9.12,6.73
GUMMO,6ix9ine,4HbiCvH1R7mVOJ7KY7JQBD,"['emo rap', 'rap', 'trap']",1,12,2018-04-10,2,1,2018,1,0.0553,0.66,157643,0.775,0.0,2,0.129,-4.926,1,0.172,157.036,4,0.635,1904.0,143,0,432,100,46,5.04,183,22.69,5.25,2.42,9.61,7.51
Plug Walk,Rich The Kid,1ZAyjvIk9YiD76yYy0TEG6,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,15,2018-03-30,5,1,2018,1,0.202,0.8759999999999999,175230,0.519,0.0,11,0.108,-6.5310000000000015,1,0.14300000000000002,94.981,4,0.158,1840.0,142,0,24,375,21,4.94,188,1.3,20.38,1.14,10.22,7.72
Wait,Maroon 5,6AvfZXpbb6r35DfF7gHPRq,"['pop', 'pop rock']",1,16,2018-06-15,5,2,2018,1,0.0959,0.655,190643,0.603,0.0,8,0.107,-5.0139999999999985,1,0.0555,126.088,4,0.452,1671.0,139,0,312,50,0,5.15,160,18.67,2.99,0.0,9.58,8.32
Be Careful,Cardi B,2Yl4OmDby9iitgNWZPwxkd,"['pop', 'pop rap', 'rap']",1,13,2018-04-06,5,1,2018,1,0.0256,0.82,210787,0.568,0.0,6,0.0952,-8.23,0,0.411,152.279,4,0.535,2881.0,230,0,432,500,16,5.46,263,14.99,17.36,0.56,9.13,7.98
Wolves,Selena Gomez,0tBbt8CrmxbjRP0pueQkyU,"['dance pop', 'pop', 'post-teen pop']",0,1,2017-10-25,3,3,2017,1,0.124,0.7240000000000001,197993,0.804,0.0,11,0.204,-4.614,0,0.0448,124.987,4,0.306,1725.0,164,0,120,125,0,5.22,111,6.96,7.25,0.0,6.43,9.51
Bartier Cardi,Cardi B,0dIoGTQXDh1wVnhIiSyYEa,"['pop', 'pop rap', 'rap']",1,13,2018-04-06,5,1,2018,1,0.00111,0.908,224285,0.524,0.000678,1,0.383,-7.955,1,0.181,138.015,4,0.109,4178.0,287,0,816,475,44,5.34,440,19.53,11.37,1.05,10.53,6.87
God is a woman,Ariana Grande,5OCJzvD7sykQEKHH7qAC3C,"['dance pop', 'pop', 'post-teen pop']",1,15,2018-08-17,5,2,2018,1,0.0233,0.602,197547,0.6579999999999999,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,0.268,1978.0,162,0,312,850,0,5.15,158,15.77,42.97,0.0,7.99,8.19
BIG BANK,YG,0ZNrc4kNeQYD9koZ3KvCsy,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,15,2018-08-03,5,2,2018,1,0.005520000000000001,0.745,237240,0.34600000000000003,0.0,1,0.0881,-7.709,1,0.331,203.911,4,0.112,3454.0,217,0,312,675,21,5.28,360,9.03,19.54,0.61,10.42,6.28
Sorry Not Sorry,Demi Lovato,3Du2K5dLzmduCNp6uwuaL0,"['dance pop', 'pop', 'post-teen pop']",1,12,2017-09-29,5,3,2017,1,0.0223,0.7020000000000001,203760,0.635,0.0,11,0.28300000000000003,-6.917000000000002,0,0.265,144.004,4,0.873,2279.0,153,0,1488,575,7,5.28,232,65.29,25.23,0.31,10.18,6.71
How Long,Charlie Puth,6wmAHw1szh5RCKSRjiXhPe,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",1,13,2018-05-11,5,1,2018,1,0.211,0.845,200853,0.561,3.49e-06,1,0.0383,-5.252999999999999,0,0.0778,109.974,4,0.8109999999999999,1658.0,112,0,192,400,0,5.21,155,11.58,24.13,0.0,9.35,6.76
Lights Down Low,MAX,60vvp6UXG2KmLmrNvcVHa8,"['dance pop', 'indie poptimism', 'pop', 'pop rap', 'post-teen pop', 'viral pop']",0,3,2016-10-14,5,3,2016,1,0.0458,0.622,225013,0.5710000000000001,0.0,0,0.122,-5.337999999999999,0,0.0493,81.059,4,0.635,1551.0,92,0,144,600,0,5.1,157,9.28,38.68,0.0,10.12,5.93
Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,"['alternative r&b', 'pop']",1,15,2017-04-27,4,1,2017,1,0.199,0.7979999999999999,202547,0.539,1.66e-05,1,0.165,-6.351,1,0.0421,136.94899999999998,4,0.394,1418.0,70,0,144,175,0,5.56,168,10.16,12.34,0.0,11.85,4.94
One Kiss,Calvin Harris,7ef4DlsgrMEH11cDZd32M6,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",0,1,2018-04-06,5,1,2018,1,0.037000000000000005,0.7909999999999999,214847,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.5920000000000001,1369.0,94,1,72,450,1,5.53,123,5.26,32.87,0.07,8.98,6.87
Natural,Imagine Dragons,2FY7b99s15jUprqC0M5NCT,"['modern rock', 'rock']",1,15,2018-11-09,5,3,2018,1,0.217,0.7040000000000001,189467,0.611,0.0,2,0.0812,-6.112,1,0.0409,100.0,4,0.22,1594.0,105,0,624,500,1,5.23,175,39.15,31.37,0.06,10.98,6.59
You Make It Easy,Jason Aldean,2ZxTjs4EdJl4Y9YByIiNoo,"['contemporary country', 'country', 'country road']",0,1,2018-01-26,5,4,2018,1,0.14300000000000002,0.375,196800,0.574,0.0,7,0.11,-5.305,1,0.0315,132.025,3,0.406,1129.0,74,0,24,275,0,5.25,115,2.13,24.36,0.0,10.19,6.55
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,"['pop', 'uk pop']",1,16,2017-03-03,5,1,2017,1,0.581,0.825,233713,0.652,0.0,1,0.0931,-3.1830000000000003,0,0.0802,95.977,4,0.931,2958.0,249,0,192,125,0,5.18,267,6.49,4.23,0.0,9.03,8.42
I Get the Bag,Gucci Mane,1XRgIKC5TPwo7nWGyKqgG0,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,17,2017-10-13,5,3,2017,1,0.0232,0.89,233087,0.633,0.000343,11,0.0993,-5.475,1,0.168,139.94799999999998,4,0.425,3511.0,291,0,264,250,18,5.64,273,7.52,7.12,0.51,7.78,8.29
No Brainer,DJ Khaled,5WvAo7DNuPRmk4APhdPzi8,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",0,1,2018-07-27,5,2,2018,1,0.0733,0.552,260000,0.76,0.0,0,0.0865,-4.706,1,0.342,135.702,5,0.639,3377.0,189,0,1056,475,4,5.67,317,31.27,14.07,0.12,9.39,5.6
Plain Jane REMIX,AsAP Ferg,2YzmfPLqUx5CJOaw5ThsBV,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0,1,2017-12-15,5,4,2017,1,0.0588,0.7909999999999999,202636,0.8390000000000001,6.26e-05,11,0.259,-4.284,1,0.266,170.113,4,0.383,2295.0,167,0,480,125,15,5.65,228,20.92,5.45,0.65,9.93,7.28
Sky Walker,Miguel,5WoaF1B5XIEnWfmb5NZikf,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",1,12,2017-12-01,5,4,2017,1,0.173,0.674,259333,0.506,0.0,6,0.0866,-10.532,1,0.0434,145.965,4,0.183,2918.0,194,0,456,700,4,5.49,321,15.63,23.99,0.14,11.0,6.65
Marry Me,Thomas Rhett,0OWZFobGSIW9GrSlQ9C5pc,"['contemporary country', 'country', 'country road', 'modern country rock']",1,14,2017-09-08,5,3,2017,1,0.0977,0.333,205453,0.412,0.0,3,0.113,-8.633,1,0.029,85.02799999999998,4,0.474,1429.0,105,0,672,300,0,5.56,128,47.03,20.99,0.0,8.96,7.35
Eastside,benny blanco,0d2iYfpKoM0QCKvcLCkBao,"['electropop', 'pop', 'pop rap', 'post-teen pop']",0,1,2018-07-12,4,2,2018,1,0.555,0.56,173800,0.68,0.0,6,0.116,-7.648,0,0.321,89.391,4,0.319,2223.0,180,0,528,600,0,5.56,194,23.75,26.99,0.0,8.73,8.1
Call Out My Name,The Weeknd,4MPTj8lMMvxLwT3EwuXFop,"['canadian contemporary r&b', 'canadian pop', 'pop']",0,6,2018-03-30,5,1,2018,1,0.211,0.449,228373,0.599,0.0,1,0.327,-4.892,1,0.0369,134.144,3,0.165,1435.0,132,0,264,100,0,4.91,126,18.4,6.97,0.0,8.78,9.2
Kings Dead,Jay Rock,51rXHuKN8Loc4sUlKPODgH,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0,1,2018-01-12,5,4,2018,1,0.000813,0.645,229670,0.705,0.0,1,0.128,-5.008,1,0.299,137.13299999999998,4,0.376,3207.0,197,0,384,750,20,5.4,311,11.97,23.39,0.62,9.7,6.14
Happier,Marshmello,2dpaYNEQHiRxtZbfNsse99,"['brostep', 'pop', 'progressive electro house']",0,1,2018-08-17,5,2,2018,1,0.191,0.687,214290,0.792,0.0,5,0.16699999999999998,-2.749,1,0.0452,100.015,4,0.6709999999999999,1758.0,149,0,720,450,0,5.17,147,40.96,25.6,0.0,8.36,8.48
Te Bote Remix,Nio Garcia,3V8UKqhEK5zBkBb6d6ub8i,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'tropical']",0,1,2018-04-13,5,1,2018,1,0.542,0.903,417920,0.675,1.28e-05,11,0.0595,-3.445,0,0.214,96.507,4,0.442,5184.0,109,0,936,150,1,5.72,475,18.06,2.89,0.02,9.16,2.1
Simple,Florida Georgia Line,1co0puPTYvqAdUEjFOjne9,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",0,4,2018-08-24,5,2,2018,1,0.0848,0.375,185200,0.889,0.0,3,0.136,-3.704,1,0.0991,199.669,4,0.8809999999999999,1730.0,151,0,168,1175,1,5.05,149,9.71,67.92,0.06,8.61,8.73
18002738255,Logic,5tz69p7tJuGPeMGwNTxYuV,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",1,13,2017-05-05,5,1,2017,1,0.57,0.62,250173,0.574,0.0,5,0.19,-7.7879999999999985,0,0.0479,100.021,4,0.35200000000000004,2441.0,161,0,624,575,1,5.26,243,25.56,23.56,0.04,9.95,6.6
Say Something,Justin Timberlake,09ts3GnICqYEU5PkQCpJK3,"['dance pop', 'pop']",0,1,2018-01-25,4,4,2018,1,0.103,0.7070000000000001,278893,0.632,1.09e-05,10,0.0841,-7.0310000000000015,1,0.0789,97.04,4,0.3720000000000001,2795.0,136,1,744,275,0,6.29,238,26.62,9.84,0.0,8.52,4.87
Im Upset,Drake,3qN5qMTKyEEmiTZD38BNTT,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",1,25,2018-06-29,5,2,2018,1,0.279,0.899,214467,0.586,0.0,11,0.0836,-7.866,0,0.344,150.001,4,0.4920000000000001,1859.0,140,0,504,350,6,5.12,181,27.11,18.83,0.32,9.74,7.53
Get Along,Kenny Chesney,2ZFrEp20VO25BXYhMxh0GW,"['contemporary country', 'country', 'country road']",0,1,2018-04-06,5,1,2018,1,0.0997,0.602,199627,0.805,0.0,7,0.172,-6.079,1,0.0473,92.401,4,0.322,1438.0,114,0,408,300,0,5.34,139,28.37,20.86,0.0,9.67,7.93
Moonlight,XXXTENTACION,0JP9xo3adEtGSdUEISiszL,"['emo rap', 'miami hip hop']",1,18,2018-03-16,5,1,2018,1,0.556,0.921,135090,0.537,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,0.711,1490.0,78,0,336,1275,18,5.42,155,22.55,85.57,1.21,10.4,5.23
What Lovers Do,Maroon 5,2j5hsQvApottzvTn4pFJWF,"['pop', 'pop rock']",1,16,2018-06-15,5,2,2018,1,0.0788,0.799,199849,0.597,5.66e-06,5,0.1,-5.131,0,0.0611,110.001,4,0.419,1648.0,155,1,528,400,0,4.85,125,32.04,24.27,0.0,7.58,9.41
X,Nicky Jam,39N9RPD9MRb5WmoLzNzPeA,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",0,1,2018-03-02,5,1,2018,1,0.0364,0.595,173628,0.773,0.00108,9,0.334,-4.7360000000000015,0,0.0549,180.07299999999995,4,0.711,1160.0,23,0,312,50,0,5.39,112,26.9,4.31,0.0,9.66,1.98
Outside Today,YoungBoy Never Broke Again,3sA7HKGzcKTVscdiTCrWpX,"['baton rouge rap', 'trap']",1,20,2018-06-29,5,2,2018,1,0.139,0.851,129105,0.6659999999999999,0.0,11,0.105,-5.334,0,0.0694,134.06799999999998,4,0.0585,1929.0,154,0,288,400,5,5.27,185,14.93,20.74,0.26,9.59,7.98
Trip,Ella Mai,6CTWathupIiDs7U4InHnDA,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",1,16,2018-10-12,5,3,2018,1,0.225,0.477,213993,0.61,0.0,11,0.107,-5.627999999999999,0,0.14400000000000002,79.882,4,0.358,2361.0,167,0,720,375,0,5.14,209,30.5,15.88,0.0,8.85,7.07
Dura,Daddy Yankee,6KuqAtoeVzxAYOaMveLNpH,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",0,1,2018-01-18,4,4,2018,1,0.174,0.7829999999999999,200480,0.84,0.0,1,0.412,-3.4160000000000004,1,0.051,95.001,4,0.8390000000000001,2411.0,29,0,192,25,0,5.72,284,7.96,1.04,0.0,11.78,1.2
changes,XXXTENTACION,7AFASza1mXqntmGtbxXprO,"['emo rap', 'miami hip hop']",1,18,2018-03-16,5,1,2018,1,0.883,0.669,121887,0.308,0.0,11,0.0984,-10.068,1,0.029,64.934,4,0.52,901.0,23,0,144,0,5,5.0,105,15.98,0.0,0.55,11.65,2.55
Mercy,Brett Young,2VIPU72L6tIR4w8J8ap6Kp,['contemporary country'],1,12,2017-02-10,5,4,2017,1,0.84,0.638,217120,0.3670000000000001,0.0,4,0.0999,-7.9060000000000015,1,0.0266,71.957,4,0.219,1087.0,68,0,96,100,1,4.82,115,8.83,9.2,0.09,10.58,6.26
One Number Away,Luke Combs,4gB7HrYHbJVJ5RFOjxmoq4,['contemporary country'],1,12,2017-06-02,5,2,2017,1,0.00585,0.544,221800,0.7809999999999999,0.0,6,0.191,-6.16,0,0.0311,144.075,4,0.527,1831.0,121,0,216,300,0,5.54,164,11.8,16.38,0.0,8.96,6.61
Powerglide,Rae Sremmurd,1BuZAIO8WZpavWVbbq3Lci,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,27,2018-05-04,5,1,2018,1,0.0168,0.713,332301,0.831,0.0,1,0.118,-4.75,0,0.15,173.94799999999995,4,0.584,4910.0,340,0,672,750,30,5.46,472,13.69,15.27,0.61,9.61,6.92
IDGAF,Dua Lipa,76cy1WJvNGJTj78UqeA5zr,"['dance pop', 'pop', 'uk pop']",1,17,2017-06-02,5,2,2017,1,0.0403,0.836,217947,0.544,0.0,7,0.0824,-5.975,1,0.0943,97.028,4,0.51,1929.0,139,0,432,725,9,5.11,170,22.4,37.58,0.47,8.81,7.21
Mi Gente,J Balvin,0GzmMQizDeA2NVMUaZksv0,"['latin', 'reggaeton']",0,1,2017-09-28,4,3,2017,1,0.0223,0.759,209733,0.716,0.0,11,0.231,-6.36,0,0.0818,105.009,4,0.469,1187.0,14,1,192,0,0,5.74,125,16.18,0.0,0.0,10.53,1.18
Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,"['modern rock', 'rock']",1,12,2017-06-23,5,2,2017,1,0.0622,0.7759999999999999,204347,0.78,0.0,10,0.081,-4.374,0,0.128,124.949,4,0.6659999999999999,1970.0,167,0,456,500,1,5.22,185,23.15,25.38,0.05,9.39,8.48
Devil Eyes,Hippie Sabotage,7MiZjKawmXTsTNePyTfPyL,['edm'],1,11,2016-02-05,5,4,2016,0,0.7020000000000001,0.391,131272,0.396,0.405,1,0.315,-8.621,0,0.189,99.112,5,0.199,826.0,60,0,432,50,0,4.87,80,52.3,6.05,0.0,9.69,7.26
Thinking About It Let It Go KVR Remix,Nathan Goshen,2QEUeChc4xJYVQO74hXcrW,['israeli pop'],0,1,2016-05-13,5,1,2016,0,0.0136,0.6940000000000001,183564,0.765,0.0,4,0.154,-7.0779999999999985,0,0.0297,100.985,4,0.5770000000000001,1201.0,91,0,192,325,0,4.97,81,15.99,27.06,0.0,6.74,7.58
Way Down We Go,KALEO,0y1QJc3SJVPKJ1OvFmFqe6,"['icelandic indie', 'icelandic rock', 'modern alternative rock', 'modern rock']",1,10,2016-06-10,5,2,2016,0,0.579,0.489,213707,0.505,0.000333,10,0.104,-8.022,0,0.117,163.255,4,0.337,574.0,65,0,0,100,0,4.35,21,0.0,17.42,0.0,3.66,11.32
Lost on You,LP,4oIRvB5YFuh4N7xFK5AEPh,['la pop'],1,10,2016-12-09,5,4,2016,0,0.1,0.433,268105,0.7240000000000001,0.0,5,0.0918,-6.126,0,0.0372,174.00599999999997,4,0.6890000000000001,1434.0,94,0,264,50,3,5.45,119,18.41,3.49,0.21,8.3,6.56
In the Name of Love,Martin Garrix,23L5CiUhw2jV1OIMwthR3S,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",0,1,2016-07-29,5,2,2016,0,0.109,0.501,195707,0.519,0.0,4,0.454,-5.88,0,0.0409,133.99,4,0.168,1281.0,121,1,192,100,0,5.12,123,14.99,7.81,0.0,9.6,9.45
hate u love u,Olivia OBrien,6ATgDc6e4sPn84hvJsAmPt,"['dance pop', 'pop', 'post-teen pop']",0,1,2016-12-09,5,4,2016,0,0.6609999999999999,0.407,175467,0.416,0.0,6,0.0981,-8.916,0,0.175,179.947,4,0.244,1504.0,99,0,936,100,2,4.86,137,62.23,6.65,0.13,9.11,6.58
Dark Necessities,Red Hot Chili Peppers,2oaK4JLVnmRGIO9ytBE1bt,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",1,13,2016-06-17,5,2,2016,0,0.0722,0.7,302000,0.742,0.0199,5,0.11,-6.777,0,0.0716,91.959,4,0.197,1486.0,128,0,264,425,0,5.26,134,17.77,28.6,0.0,9.02,8.61
Six Feet Under,Billie Eilish,2VlLbhGLVJgdOW7kKdWWFc,"['electropop', 'pop']",0,1,2016-11-17,4,3,2016,0,0.807,0.5760000000000001,189613,0.307,0.000355,11,0.0792,-12.732,0,0.0428,67.513,4,0.157,747.0,37,0,96,75,0,5.02,78,12.85,10.04,0.0,10.44,4.95
Million Reasons,Lady Gaga,7dZ1Odmx9jWIweQSatnRqo,"['dance pop', 'pop', 'post-teen pop']",1,14,2016-10-21,5,3,2016,0,0.494,0.6659999999999999,205280,0.423,0.0,0,0.106,-8.012,1,0.043,129.89,4,0.154,1765.0,110,0,672,1050,0,5.28,174,38.07,59.49,0.0,9.86,6.23
The Greatest,Sia,7xHWNBFm6ObGEQPaUxHuKO,"['australian dance', 'australian pop', 'dance pop', 'pop']",1,19,2016-10-21,5,3,2016,0,0.0102,0.6679999999999999,210227,0.725,0.000479,1,0.0561,-6.127000000000002,1,0.266,191.944,4,0.7290000000000001,2105.0,113,1,360,1325,0,5.19,219,17.1,62.95,0.0,10.4,5.37
Fight Song,Rachel Platten,37f4ITSlgPX81ad2EvmVQr,"['pop', 'post-teen pop', 'viral pop']",1,12,2016-01-01,5,4,2016,0,0.0549,0.564,204013,0.7140000000000001,0.0,7,0.155,-4.987,1,0.129,175.924,4,0.33,1590.0,78,0,792,425,0,5.35,168,49.81,26.73,0.0,10.57,4.91
Nevermind,Dennis Lloyd,3PHjgrovCBjQQl5Np5YQBy,['israeli pop'],0,1,2016-09-18,7,3,2016,0,0.333,0.421,150471,0.472,0.0,10,0.117,-7.414,0,0.102,85.054,4,0.528,524.0,31,0,288,250,0,4.88,48,54.96,47.71,0.0,9.16,5.92
I Took A Pill In Ibiza Seeb Remix,Mike Posner,0vbtURX4qv1l7besfwmnD8,"['dance pop', 'pop', 'pop rap']",1,18,2016-05-06,5,1,2016,0,0.0353,0.6629999999999999,197933,0.713,7.68e-06,7,0.0843,-6.647,0,0.112,101.965,4,0.69,1462.0,86,0,1080,675,1,5.15,146,73.87,46.17,0.07,9.99,5.88
Dang,Mac Miller,5iUQMwxUPdJBFeGkePtM66,"['hip hop', 'pittsburgh rap', 'rap']",1,10,2016-09-16,5,3,2016,0,0.00826,0.836,305350,0.67,0.000355,5,0.0837,-6.907,0,0.23,107.018,4,0.556,3341.0,187,0,648,625,11,5.21,371,19.4,18.71,0.33,11.1,5.6
Alone,Marshmello,3MEYFivt6bilQ9q9mFWZ4g,"['brostep', 'pop', 'progressive electro house']",0,1,2016-05-13,5,1,2016,0,0.0241,0.631,273803,0.953,0.0155,2,0.108,-3.739,1,0.0343,141.99,4,0.422,450.0,28,0,192,250,0,4.88,50,42.67,55.56,0.0,11.11,6.22
